,CH1,CH2,CH3,CH4
Second,Volt,Volt,Volt,Volt
-4.62344E-03,-9.60000E-01,5.28000E+00,-4.88000E+00,0.00000E+00
-4.62144E-03,-9.60000E-01,5.36000E+00,-4.88000E+00,0.00000E+00
-4.61944E-03,-9.60000E-01,5.28000E+00,-4.88000E+00,0.00000E+00
-4.61744E-03,-9.60000E-01,5.28000E+00,-4.88000E+00,0.00000E+00
-4.61544E-03,-9.60000E-01,5.28000E+00,-4.88000E+00,0.00000E+00
-4.61344E-03,-1.04000E+00,5.28000E+00,-4.80000E+00,8.00000E-02
-4.61144E-03,-1.04000E+00,5.28000E+00,-4.80000E+00,8.00000E-02
-4.60944E-03,-1.12000E+00,5.28000E+00,-4.80000E+00,0.00000E+00
-4.60744E-03,-1.12000E+00,5.20000E+00,-4.72000E+00,0.00000E+00
-4.60544E-03,-1.12000E+00,5.20000E+00,-4.80000E+00,0.00000E+00
-4.60344E-03,-1.20000E+00,5.20000E+00,-4.72000E+00,0.00000E+00
-4.60144E-03,-1.20000E+00,5.20000E+00,-4.72000E+00,0.00000E+00
-4.59944E-03,-1.20000E+00,5.20000E+00,-4.64000E+00,0.00000E+00
-4.59744E-03,-1.20000E+00,5.20000E+00,-4.64000E+00,0.00000E+00
-4.59544E-03,-1.28000E+00,5.20000E+00,-4.64000E+00,0.00000E+00
-4.59344E-03,-1.28000E+00,5.12000E+00,-4.64000E+00,0.00000E+00
-4.59144E-03,-1.36000E+00,5.20000E+00,-4.64000E+00,0.00000E+00
-4.58944E-03,-1.36000E+00,5.12000E+00,-4.64000E+00,0.00000E+00
-4.58744E-03,-1.44000E+00,5.12000E+00,-4.64000E+00,0.00000E+00
-4.58544E-03,-1.44000E+00,5.12000E+00,-4.56000E+00,0.00000E+00
-4.58344E-03,-1.44000E+00,5.12000E+00,-4.56000E+00,0.00000E+00
-4.58144E-03,-1.44000E+00,5.12000E+00,-4.56000E+00,0.00000E+00
-4.57944E-03,-1.44000E+00,5.12000E+00,-4.48000E+00,0.00000E+00
-4.57744E-03,-1.52000E+00,5.12000E+00,-4.48000E+00,0.00000E+00
-4.57544E-03,-1.52000E+00,5.12000E+00,-4.48000E+00,0.00000E+00
-4.57344E-03,-1.60000E+00,5.12000E+00,-4.40000E+00,0.00000E+00
-4.57144E-03,-1.60000E+00,5.12000E+00,-4.40000E+00,0.00000E+00
-4.56944E-03,-1.68000E+00,5.12000E+00,-4.40000E+00,0.00000E+00
-4.56744E-03,-1.60000E+00,5.12000E+00,-4.32000E+00,0.00000E+00
-4.56544E-03,-1.76000E+00,4.96000E+00,-4.32000E+00,0.00000E+00
-4.56344E-03,-1.76000E+00,5.12000E+00,-4.32000E+00,0.00000E+00
-4.56144E-03,-1.76000E+00,5.04000E+00,-4.32000E+00,0.00000E+00
-4.55944E-03,-1.76000E+00,5.04000E+00,-4.24000E+00,0.00000E+00
-4.55744E-03,-1.76000E+00,5.04000E+00,-4.24000E+00,0.00000E+00
-4.55544E-03,-1.84000E+00,5.04000E+00,-4.16000E+00,0.00000E+00
-4.55344E-03,-1.84000E+00,5.04000E+00,-4.16000E+00,0.00000E+00
-4.55144E-03,-1.92000E+00,4.96000E+00,-4.16000E+00,0.00000E+00
-4.54944E-03,-2.00000E+00,4.96000E+00,-4.08000E+00,0.00000E+00
-4.54744E-03,-1.92000E+00,5.04000E+00,-4.08000E+00,0.00000E+00
-4.54544E-03,-2.08000E+00,5.04000E+00,-4.08000E+00,0.00000E+00
-4.54344E-03,-2.08000E+00,4.96000E+00,-4.08000E+00,0.00000E+00
-4.54144E-03,-2.08000E+00,4.96000E+00,-4.00000E+00,0.00000E+00
-4.53944E-03,-2.08000E+00,4.96000E+00,-4.00000E+00,0.00000E+00
-4.53744E-03,-2.16000E+00,4.96000E+00,-4.00000E+00,0.00000E+00
-4.53544E-03,-2.16000E+00,4.96000E+00,-3.92000E+00,0.00000E+00
-4.53344E-03,-2.24000E+00,4.96000E+00,-3.92000E+00,0.00000E+00
-4.53144E-03,-2.24000E+00,4.88000E+00,-3.84000E+00,0.00000E+00
-4.52944E-03,-2.32000E+00,4.96000E+00,-3.84000E+00,0.00000E+00
-4.52744E-03,-2.32000E+00,4.96000E+00,-3.76000E+00,0.00000E+00
-4.52544E-03,-2.32000E+00,4.96000E+00,-3.76000E+00,0.00000E+00
-4.52344E-03,-2.40000E+00,4.88000E+00,-3.76000E+00,0.00000E+00
-4.52144E-03,-2.40000E+00,4.88000E+00,-3.76000E+00,0.00000E+00
-4.51944E-03,-2.48000E+00,4.96000E+00,-3.68000E+00,0.00000E+00
-4.51744E-03,-2.56000E+00,4.96000E+00,-3.68000E+00,8.00000E-02
-4.51544E-03,-2.64000E+00,4.88000E+00,-3.60000E+00,0.00000E+00
-4.51344E-03,-2.64000E+00,4.88000E+00,-3.52000E+00,0.00000E+00
-4.51144E-03,-2.64000E+00,4.88000E+00,-3.52000E+00,0.00000E+00
-4.50944E-03,-2.64000E+00,4.88000E+00,-3.52000E+00,0.00000E+00
-4.50744E-03,-2.64000E+00,4.88000E+00,-3.44000E+00,0.00000E+00
-4.50544E-03,-2.64000E+00,4.88000E+00,-3.44000E+00,0.00000E+00
-4.50344E-03,-2.80000E+00,4.88000E+00,-3.44000E+00,0.00000E+00
-4.50144E-03,-2.80000E+00,4.88000E+00,-3.36000E+00,0.00000E+00
-4.49944E-03,-2.88000E+00,4.88000E+00,-3.36000E+00,0.00000E+00
-4.49744E-03,-2.88000E+00,4.88000E+00,-3.36000E+00,0.00000E+00
-4.49544E-03,-2.88000E+00,4.88000E+00,-3.28000E+00,0.00000E+00
-4.49344E-03,-2.96000E+00,4.88000E+00,-3.28000E+00,0.00000E+00
-4.49144E-03,-3.04000E+00,4.88000E+00,-3.20000E+00,0.00000E+00
-4.48944E-03,-3.04000E+00,4.88000E+00,-3.20000E+00,0.00000E+00
-4.48744E-03,-3.12000E+00,4.88000E+00,-3.12000E+00,0.00000E+00
-4.48544E-03,-3.12000E+00,4.88000E+00,-3.12000E+00,0.00000E+00
-4.48344E-03,-3.20000E+00,4.88000E+00,-3.12000E+00,0.00000E+00
-4.48144E-03,-3.20000E+00,4.80000E+00,-3.04000E+00,8.00000E-02
-4.47944E-03,-3.20000E+00,4.80000E+00,-2.96000E+00,0.00000E+00
-4.47744E-03,-3.20000E+00,4.88000E+00,-2.96000E+00,0.00000E+00
-4.47544E-03,-3.28000E+00,4.88000E+00,-2.88000E+00,0.00000E+00
-4.47344E-03,-3.36000E+00,4.88000E+00,-2.88000E+00,0.00000E+00
-4.47144E-03,-3.44000E+00,4.88000E+00,-2.88000E+00,0.00000E+00
-4.46944E-03,-3.44000E+00,4.88000E+00,-2.80000E+00,0.00000E+00
-4.46744E-03,-3.44000E+00,4.96000E+00,-2.72000E+00,0.00000E+00
-4.46544E-03,-3.52000E+00,4.88000E+00,-2.72000E+00,0.00000E+00
-4.46344E-03,-3.52000E+00,4.88000E+00,-2.64000E+00,0.00000E+00
-4.46144E-03,-3.60000E+00,4.88000E+00,-2.64000E+00,0.00000E+00
-4.45944E-03,-3.60000E+00,4.88000E+00,-2.64000E+00,0.00000E+00
-4.45744E-03,-3.68000E+00,4.96000E+00,-2.64000E+00,0.00000E+00
-4.45544E-03,-3.68000E+00,4.88000E+00,-2.56000E+00,0.00000E+00
-4.45344E-03,-3.76000E+00,4.96000E+00,-2.56000E+00,8.00000E-02
-4.45144E-03,-3.76000E+00,4.96000E+00,-2.56000E+00,0.00000E+00
-4.44944E-03,-3.76000E+00,4.88000E+00,-2.48000E+00,0.00000E+00
-4.44744E-03,-3.76000E+00,4.88000E+00,-2.40000E+00,0.00000E+00
-4.44544E-03,-3.84000E+00,4.96000E+00,-2.40000E+00,0.00000E+00
-4.44344E-03,-3.84000E+00,4.96000E+00,-2.32000E+00,0.00000E+00
-4.44144E-03,-3.92000E+00,4.96000E+00,-2.32000E+00,0.00000E+00
-4.43944E-03,-3.92000E+00,4.96000E+00,-2.32000E+00,0.00000E+00
-4.43744E-03,-4.00000E+00,4.88000E+00,-2.32000E+00,0.00000E+00
-4.43544E-03,-4.00000E+00,4.96000E+00,-2.24000E+00,0.00000E+00
-4.43344E-03,-4.08000E+00,4.96000E+00,-2.16000E+00,0.00000E+00
-4.43144E-03,-4.08000E+00,4.96000E+00,-2.16000E+00,0.00000E+00
-4.42944E-03,-4.08000E+00,5.04000E+00,-2.08000E+00,-8.00000E-02
-4.42744E-03,-4.08000E+00,5.04000E+00,-2.08000E+00,0.00000E+00
-4.42544E-03,-4.08000E+00,5.04000E+00,-2.08000E+00,0.00000E+00
-4.42344E-03,-4.16000E+00,5.04000E+00,-2.00000E+00,0.00000E+00
-4.42144E-03,-4.24000E+00,4.96000E+00,-2.08000E+00,0.00000E+00
-4.41944E-03,-4.24000E+00,5.04000E+00,-2.00000E+00,0.00000E+00
-4.41744E-03,-4.24000E+00,5.04000E+00,-2.00000E+00,0.00000E+00
-4.41544E-03,-4.24000E+00,5.04000E+00,-1.84000E+00,0.00000E+00
-4.41344E-03,-4.32000E+00,5.04000E+00,-1.84000E+00,0.00000E+00
-4.41144E-03,-4.32000E+00,5.04000E+00,-1.84000E+00,8.00000E-02
-4.40944E-03,-4.32000E+00,5.12000E+00,-1.76000E+00,0.00000E+00
-4.40744E-03,-4.32000E+00,5.12000E+00,-1.76000E+00,0.00000E+00
-4.40544E-03,-4.32000E+00,5.12000E+00,-1.76000E+00,0.00000E+00
-4.40344E-03,-4.40000E+00,5.12000E+00,-1.76000E+00,0.00000E+00
-4.40144E-03,-4.48000E+00,5.12000E+00,-1.76000E+00,0.00000E+00
-4.39944E-03,-4.48000E+00,5.12000E+00,-1.60000E+00,0.00000E+00
-4.39744E-03,-4.48000E+00,5.12000E+00,-1.60000E+00,0.00000E+00
-4.39544E-03,-4.56000E+00,5.12000E+00,-1.60000E+00,0.00000E+00
-4.39344E-03,-4.56000E+00,5.12000E+00,-1.52000E+00,0.00000E+00
-4.39144E-03,-4.56000E+00,5.12000E+00,-1.44000E+00,0.00000E+00
-4.38944E-03,-4.64000E+00,5.12000E+00,-1.44000E+00,0.00000E+00
-4.38744E-03,-4.64000E+00,5.12000E+00,-1.44000E+00,0.00000E+00
-4.38544E-03,-4.64000E+00,5.12000E+00,-1.44000E+00,0.00000E+00
-4.38344E-03,-4.64000E+00,5.20000E+00,-1.44000E+00,0.00000E+00
-4.38144E-03,-4.64000E+00,5.12000E+00,-1.44000E+00,0.00000E+00
-4.37944E-03,-4.64000E+00,5.20000E+00,-1.36000E+00,-8.00000E-02
-4.37744E-03,-4.72000E+00,5.20000E+00,-1.28000E+00,0.00000E+00
-4.37544E-03,-4.72000E+00,5.20000E+00,-1.36000E+00,0.00000E+00
-4.37344E-03,-4.72000E+00,5.20000E+00,-1.28000E+00,0.00000E+00
-4.37144E-03,-4.80000E+00,5.20000E+00,-1.28000E+00,0.00000E+00
-4.36944E-03,-4.80000E+00,5.20000E+00,-1.20000E+00,0.00000E+00
-4.36744E-03,-4.80000E+00,5.20000E+00,-1.20000E+00,0.00000E+00
-4.36544E-03,-4.80000E+00,5.20000E+00,-1.20000E+00,0.00000E+00
-4.36344E-03,-4.88000E+00,5.20000E+00,-1.20000E+00,0.00000E+00
-4.36144E-03,-4.88000E+00,5.28000E+00,-1.20000E+00,8.00000E-02
-4.35944E-03,-4.88000E+00,5.28000E+00,-1.20000E+00,0.00000E+00
-4.35744E-03,-4.88000E+00,5.28000E+00,-1.12000E+00,0.00000E+00
-4.35544E-03,-4.88000E+00,5.28000E+00,-1.12000E+00,0.00000E+00
-4.35344E-03,-4.96000E+00,5.36000E+00,-1.12000E+00,0.00000E+00
-4.35144E-03,-4.88000E+00,5.36000E+00,-1.04000E+00,0.00000E+00
-4.34944E-03,-4.96000E+00,5.36000E+00,-1.04000E+00,0.00000E+00
-4.34744E-03,-4.96000E+00,5.36000E+00,-9.60000E-01,0.00000E+00
-4.34544E-03,-4.96000E+00,5.36000E+00,-9.60000E-01,0.00000E+00
-4.34344E-03,-5.04000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.34144E-03,-5.04000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.33944E-03,-5.04000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.33744E-03,-5.04000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.33544E-03,-5.04000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.33344E-03,-5.12000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.33144E-03,-5.12000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.32944E-03,-5.12000E+00,5.36000E+00,-8.00000E-01,0.00000E+00
-4.32744E-03,-5.20000E+00,5.36000E+00,-8.80000E-01,0.00000E+00
-4.32544E-03,-5.20000E+00,5.36000E+00,-8.00000E-01,8.00000E-02
-4.32344E-03,-5.20000E+00,5.44000E+00,-7.20000E-01,0.00000E+00
-4.32144E-03,-5.20000E+00,5.44000E+00,-7.20000E-01,0.00000E+00
-4.31944E-03,-5.20000E+00,5.44000E+00,-7.20000E-01,0.00000E+00
-4.31744E-03,-5.20000E+00,5.44000E+00,-6.40000E-01,0.00000E+00
-4.31544E-03,-5.20000E+00,5.52000E+00,-6.40000E-01,0.00000E+00
-4.31344E-03,-5.28000E+00,5.52000E+00,-6.40000E-01,0.00000E+00
-4.31144E-03,-5.28000E+00,5.52000E+00,-6.40000E-01,0.00000E+00
-4.30944E-03,-5.28000E+00,5.52000E+00,-6.40000E-01,0.00000E+00
-4.30744E-03,-5.28000E+00,5.60000E+00,-6.40000E-01,0.00000E+00
-4.30544E-03,-5.28000E+00,5.52000E+00,-6.40000E-01,0.00000E+00
-4.30344E-03,-5.28000E+00,5.60000E+00,-6.40000E-01,8.00000E-02
-4.30144E-03,-5.36000E+00,5.52000E+00,-5.60000E-01,0.00000E+00
-4.29944E-03,-5.36000E+00,5.60000E+00,-5.60000E-01,0.00000E+00
-4.29744E-03,-5.36000E+00,5.60000E+00,-5.60000E-01,8.00000E-02
-4.29544E-03,-5.36000E+00,5.60000E+00,-4.80000E-01,0.00000E+00
-4.29344E-03,-5.44000E+00,5.60000E+00,-4.80000E-01,0.00000E+00
-4.29144E-03,-5.44000E+00,5.60000E+00,-4.80000E-01,0.00000E+00
-4.28944E-03,-5.44000E+00,5.68000E+00,-4.80000E-01,0.00000E+00
-4.28744E-03,-5.44000E+00,5.68000E+00,-4.80000E-01,0.00000E+00
-4.28544E-03,-5.44000E+00,5.68000E+00,-4.00000E-01,0.00000E+00
-4.28344E-03,-5.44000E+00,5.68000E+00,-4.00000E-01,0.00000E+00
-4.28144E-03,-5.44000E+00,5.68000E+00,-4.00000E-01,0.00000E+00
-4.27944E-03,-5.44000E+00,5.68000E+00,-4.00000E-01,0.00000E+00
-4.27744E-03,-5.44000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.27544E-03,-5.44000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.27344E-03,-5.44000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.27144E-03,-5.52000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.26944E-03,-5.52000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.26744E-03,-5.52000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.26544E-03,-5.52000E+00,5.76000E+00,-3.20000E-01,0.00000E+00
-4.26344E-03,-5.60000E+00,5.68000E+00,-3.20000E-01,0.00000E+00
-4.26144E-03,-5.60000E+00,5.76000E+00,-3.20000E-01,0.00000E+00
-4.25944E-03,-5.60000E+00,5.76000E+00,-3.20000E-01,0.00000E+00
-4.25744E-03,-5.60000E+00,5.76000E+00,-2.40000E-01,0.00000E+00
-4.25544E-03,-5.68000E+00,5.76000E+00,-2.40000E-01,0.00000E+00
-4.25344E-03,-5.68000E+00,5.76000E+00,-3.20000E-01,0.00000E+00
-4.25144E-03,-5.60000E+00,5.84000E+00,-1.60000E-01,-8.00000E-02
-4.24944E-03,-5.68000E+00,5.76000E+00,-2.40000E-01,0.00000E+00
-4.24744E-03,-5.68000E+00,5.76000E+00,-2.40000E-01,-8.00000E-02
-4.24544E-03,-5.68000E+00,5.84000E+00,-2.40000E-01,0.00000E+00
-4.24344E-03,-5.76000E+00,5.84000E+00,-2.40000E-01,0.00000E+00
-4.24144E-03,-5.76000E+00,5.84000E+00,-2.40000E-01,0.00000E+00
-4.23944E-03,-5.76000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.23744E-03,-5.76000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.23544E-03,-5.76000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.23344E-03,-5.76000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.23144E-03,-5.76000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.22944E-03,-5.76000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.22744E-03,-5.76000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.22544E-03,-5.76000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.22344E-03,-5.76000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.22144E-03,-5.76000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.21944E-03,-5.84000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.21744E-03,-5.76000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.21544E-03,-5.84000E+00,5.84000E+00,-1.60000E-01,0.00000E+00
-4.21344E-03,-5.76000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.21144E-03,-5.76000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.20944E-03,-5.84000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.20744E-03,-5.84000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.20544E-03,-5.84000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.20344E-03,-5.84000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.20144E-03,-5.84000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.19944E-03,-5.84000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.19744E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.19544E-03,-5.84000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.19344E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.19144E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.18944E-03,-5.84000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.18744E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.18544E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.18344E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.18144E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.17944E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.17744E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.17544E-03,-5.92000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.17344E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.17144E-03,-5.92000E+00,5.92000E+00,-8.00000E-02,0.00000E+00
-4.16944E-03,-5.92000E+00,5.92000E+00,0.00000E+00,0.00000E+00
-4.16744E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.16544E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.16344E-03,-5.92000E+00,5.92000E+00,0.00000E+00,0.00000E+00
-4.16144E-03,-5.92000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.15944E-03,-6.00000E+00,5.84000E+00,-8.00000E-02,8.00000E-02
-4.15744E-03,-6.00000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.15544E-03,-6.00000E+00,5.84000E+00,-8.00000E-02,0.00000E+00
-4.15344E-03,-6.00000E+00,5.84000E+00,0.00000E+00,0.00000E+00
-4.15144E-03,-6.00000E+00,5.84000E+00,0.00000E+00,0.00000E+00
-4.14944E-03,-6.00000E+00,5.84000E+00,0.00000E+00,0.00000E+00
-4.14744E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.14544E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.14344E-03,-6.00000E+00,5.84000E+00,0.00000E+00,0.00000E+00
-4.14144E-03,-6.00000E+00,5.84000E+00,0.00000E+00,0.00000E+00
-4.13944E-03,-6.00000E+00,5.76000E+00,-8.00000E-02,0.00000E+00
-4.13744E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.13544E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.13344E-03,-6.00000E+00,5.76000E+00,-8.00000E-02,0.00000E+00
-4.13144E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.12944E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.12744E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.12544E-03,-6.08000E+00,5.68000E+00,-8.00000E-02,0.00000E+00
-4.12344E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.12144E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.11944E-03,-6.00000E+00,5.76000E+00,8.00000E-02,0.00000E+00
-4.11744E-03,-6.00000E+00,5.76000E+00,0.00000E+00,0.00000E+00
-4.11544E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.11344E-03,-6.08000E+00,5.68000E+00,-8.00000E-02,0.00000E+00
-4.11144E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.10944E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.10744E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.10544E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.10344E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.10144E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.09944E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.09744E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.09544E-03,-6.00000E+00,5.68000E+00,0.00000E+00,0.00000E+00
-4.09344E-03,-6.00000E+00,5.68000E+00,1.60000E-01,0.00000E+00
-4.09144E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.08944E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.08744E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.08544E-03,-6.00000E+00,5.60000E+00,8.00000E-02,0.00000E+00
-4.08344E-03,-6.00000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.08144E-03,-6.00000E+00,5.60000E+00,8.00000E-02,0.00000E+00
-4.07944E-03,-5.92000E+00,5.68000E+00,8.00000E-02,0.00000E+00
-4.07744E-03,-5.92000E+00,5.60000E+00,8.00000E-02,0.00000E+00
-4.07544E-03,-5.92000E+00,5.60000E+00,1.60000E-01,0.00000E+00
-4.07344E-03,-5.92000E+00,5.60000E+00,1.60000E-01,0.00000E+00
-4.07144E-03,-5.92000E+00,5.60000E+00,1.60000E-01,0.00000E+00
-4.06944E-03,-5.92000E+00,5.60000E+00,1.60000E-01,0.00000E+00
-4.06744E-03,-5.92000E+00,5.60000E+00,1.60000E-01,0.00000E+00
-4.06544E-03,-5.92000E+00,5.60000E+00,2.40000E-01,0.00000E+00
-4.06344E-03,-5.92000E+00,5.52000E+00,2.40000E-01,0.00000E+00
-4.06144E-03,-5.92000E+00,5.52000E+00,2.40000E-01,0.00000E+00
-4.05944E-03,-5.92000E+00,5.52000E+00,1.60000E-01,0.00000E+00
-4.05744E-03,-5.92000E+00,5.44000E+00,2.40000E-01,0.00000E+00
-4.05544E-03,-5.92000E+00,5.52000E+00,2.40000E-01,0.00000E+00
-4.05344E-03,-5.92000E+00,5.44000E+00,2.40000E-01,0.00000E+00
-4.05144E-03,-5.92000E+00,5.44000E+00,2.40000E-01,0.00000E+00
-4.04944E-03,-5.84000E+00,5.44000E+00,2.40000E-01,8.00000E-02
-4.04744E-03,-5.84000E+00,5.44000E+00,2.40000E-01,0.00000E+00
-4.04544E-03,-5.84000E+00,5.44000E+00,2.40000E-01,0.00000E+00
-4.04344E-03,-5.84000E+00,5.36000E+00,2.40000E-01,0.00000E+00
-4.04144E-03,-5.84000E+00,5.36000E+00,2.40000E-01,0.00000E+00
-4.03944E-03,-5.84000E+00,5.44000E+00,2.40000E-01,0.00000E+00
-4.03744E-03,-5.84000E+00,5.36000E+00,2.40000E-01,0.00000E+00
-4.03544E-03,-5.84000E+00,5.36000E+00,3.20000E-01,0.00000E+00
-4.03344E-03,-5.84000E+00,5.36000E+00,2.40000E-01,0.00000E+00
-4.03144E-03,-5.76000E+00,5.36000E+00,3.20000E-01,0.00000E+00
-4.02944E-03,-5.76000E+00,5.36000E+00,3.20000E-01,0.00000E+00
-4.02744E-03,-5.76000E+00,5.36000E+00,3.20000E-01,0.00000E+00
-4.02544E-03,-5.76000E+00,5.36000E+00,3.20000E-01,0.00000E+00
-4.02344E-03,-5.76000E+00,5.36000E+00,4.00000E-01,0.00000E+00
-4.02144E-03,-5.76000E+00,5.36000E+00,4.00000E-01,8.00000E-02
-4.01944E-03,-5.76000E+00,5.36000E+00,4.00000E-01,0.00000E+00
-4.01744E-03,-5.76000E+00,5.28000E+00,4.00000E-01,0.00000E+00
-4.01544E-03,-5.76000E+00,5.28000E+00,4.80000E-01,0.00000E+00
-4.01344E-03,-5.76000E+00,5.28000E+00,4.80000E-01,0.00000E+00
-4.01144E-03,-5.76000E+00,5.28000E+00,4.80000E-01,0.00000E+00
-4.00944E-03,-5.76000E+00,5.28000E+00,4.80000E-01,0.00000E+00
-4.00744E-03,-5.76000E+00,5.20000E+00,4.80000E-01,0.00000E+00
-4.00544E-03,-5.76000E+00,5.20000E+00,5.60000E-01,0.00000E+00
-4.00344E-03,-5.68000E+00,5.20000E+00,5.60000E-01,0.00000E+00
-4.00144E-03,-5.68000E+00,5.12000E+00,5.60000E-01,0.00000E+00
-3.99944E-03,-5.76000E+00,5.12000E+00,5.60000E-01,0.00000E+00
-3.99744E-03,-5.60000E+00,5.12000E+00,5.60000E-01,0.00000E+00
-3.99544E-03,-5.68000E+00,5.12000E+00,5.60000E-01,0.00000E+00
-3.99344E-03,-5.60000E+00,5.12000E+00,5.60000E-01,0.00000E+00
-3.99144E-03,-5.60000E+00,5.12000E+00,6.40000E-01,0.00000E+00
-3.98944E-03,-5.60000E+00,5.12000E+00,6.40000E-01,0.00000E+00
-3.98744E-03,-5.60000E+00,5.12000E+00,6.40000E-01,0.00000E+00
-3.98544E-03,-5.52000E+00,5.04000E+00,6.40000E-01,0.00000E+00
-3.98344E-03,-5.60000E+00,5.04000E+00,6.40000E-01,0.00000E+00
-3.98144E-03,-5.52000E+00,5.04000E+00,6.40000E-01,0.00000E+00
-3.97944E-03,-5.52000E+00,5.04000E+00,7.20000E-01,0.00000E+00
-3.97744E-03,-5.52000E+00,5.04000E+00,8.00000E-01,0.00000E+00
-3.97544E-03,-5.44000E+00,4.96000E+00,8.00000E-01,0.00000E+00
-3.97344E-03,-5.44000E+00,4.96000E+00,8.00000E-01,0.00000E+00
