0.00000,-11.6
0.00000,-11.6
0.00000,-11.6
0.00001,-11.6
0.00001,-11.6
0.00001,-11.6
0.00001,-11.6
0.00001,-11.6
0.00002,-11.68
0.00002,-11.76
0.00002,-11.68
0.00002,-11.68
0.00002,-11.76
0.00003,-11.68
0.00003,-11.68
0.00003,-11.68
0.00003,-11.68
0.00003,-11.68
0.00004,-11.76
0.00004,-11.68
0.00004,-11.68
0.00004,-11.76
0.00004,-11.84
0.00005,-11.76
0.00005,-11.76
0.00005,-11.76
0.00005,-11.76
0.00005,-11.76
0.00006,-11.76
0.00006,-11.76
0.00006,-11.76
0.00006,-11.84
0.00006,-11.76
0.00007,-11.84
0.00007,-11.76
0.00007,-11.76
0.00007,-11.84
0.00007,-11.84
0.00008,-11.76
0.00008,-11.84
0.00008,-11.84
0.00008,-11.76
0.00008,-11.68
0.00009,-11.76
0.00009,-11.76
0.00009,-11.76
0.00009,-11.76
0.00009,-11.76
0.00010,-11.68
0.00010,-11.6
0.00010,-11.76
0.00010,-11.68
0.00010,-11.76
0.00011,-11.76
0.00011,-11.68
0.00011,-11.68
0.00011,-11.68
0.00011,-11.68
0.00012,-11.68
0.00012,-11.68
0.00012,-11.68
0.00012,-11.68
0.00012,-11.68
0.00013,-11.68
0.00013,-11.68
0.00013,-11.68
0.00013,-11.68
0.00013,-11.68
0.00014,-11.68
0.00014,-11.6
0.00014,-11.68
0.00014,-11.68
0.00014,-11.6
0.00015,-11.52
0.00015,-11.6
0.00015,-11.6
0.00015,-11.52
0.00015,-11.6
0.00016,-11.52
0.00016,-11.52
0.00016,-11.52
0.00016,-11.44
0.00016,-11.44
0.00017,-11.44
0.00017,-11.36
0.00017,-11.44
0.00017,-11.36
0.00017,-11.44
0.00018,-11.280000000000001
0.00018,-11.36
0.00018,-11.280000000000001
0.00018,-11.280000000000001
0.00018,-11.2
0.00019,-11.2
0.00019,-11.2
0.00019,-11.2
0.00019,-11.2
0.00019,-11.120000000000001
0.00020,-11.120000000000001
0.00020,-11.120000000000001
0.00020,-11.120000000000001
0.00020,-11.04
0.00020,-11.120000000000001
0.00021,-11.04
0.00021,-11.04
0.00021,-11.04
0.00021,-11.04
0.00021,-10.879999999999999
0.00022,-10.96
0.00022,-10.879999999999999
0.00022,-10.879999999999999
0.00022,-10.879999999999999
0.00022,-10.8
0.00023,-10.8
0.00023,-10.8
0.00023,-10.8
0.00023,-10.719999999999999
0.00023,-10.8
0.00024,-10.719999999999999
0.00024,-10.719999999999999
0.00024,-10.559999999999999
0.00024,-10.64
0.00024,-10.64
0.00025,-10.559999999999999
0.00025,-10.559999999999999
0.00025,-10.48
0.00025,-10.48
0.00025,-10.4
0.00026,-10.32
0.00026,-10.32
0.00026,-10.32
0.00026,-10.24
0.00026,-10.24
0.00027,-10.24
0.00027,-10.24
0.00027,-10.24
0.00027,-10.24
0.00027,-10.24
0.00028,-10.24
0.00028,-10.16
0.00028,-10.08
0.00028,-10.08
0.00028,-10.08
0.00029,-10.08
0.00029,-10.0
0.00029,-9.92
0.00029,-9.92
0.00029,-9.92
0.00030,-9.84
0.00030,-9.84
0.00030,-9.84
0.00030,-9.76
0.00030,-9.760000000000002
0.00031,-9.68
0.00031,-9.68
0.00031,-9.68
0.00031,-9.600000000000001
0.00031,-9.600000000000001
0.00032,-9.600000000000001
0.00032,-9.52
0.00032,-9.52
0.00032,-9.440000000000001
0.00032,-9.440000000000001
0.00033,-9.440000000000001
0.00033,-9.440000000000001
0.00033,-9.440000000000001
0.00033,-9.280000000000001
0.00033,-9.36
0.00034,-9.2
0.00034,-9.280000000000001
0.00034,-9.120000000000001
0.00034,-9.120000000000001
0.00034,-9.04
0.00035,-9.04
0.00035,-8.96
0.00035,-9.04
0.00035,-9.04
0.00035,-8.96
0.00036,-8.879999999999999
0.00036,-8.879999999999999
0.00036,-8.8
0.00036,-8.8
0.00036,-8.72
0.00037,-8.72
0.00037,-8.64
0.00037,-8.64
0.00037,-8.64
0.00037,-8.56
0.00038,-8.56
0.00038,-8.4
0.00038,-8.48
0.00038,-8.4
0.00038,-8.4
0.00039,-8.4
0.00039,-8.24
0.00039,-8.24
0.00039,-8.24
0.00039,-8.16
0.00040,-8.08
0.00040,-8.08
0.00040,-8.08
0.00040,-8.0
0.00040,-8.08
0.00041,-8.0
0.00041,-7.92
0.00041,-7.84
0.00041,-7.84
0.00041,-7.76
0.00042,-7.76
0.00042,-7.76
0.00042,-7.76
0.00042,-7.76
0.00042,-7.6
0.00043,-7.52
0.00043,-7.52
0.00043,-7.52
0.00043,-7.6
0.00043,-7.52
0.00044,-7.52
0.00044,-7.4399999999999995
0.00044,-7.4399999999999995
0.00044,-7.4399999999999995
0.00044,-7.359999999999999
0.00045,-7.36
0.00045,-7.28
0.00045,-7.36
0.00045,-7.2
0.00045,-7.28
0.00046,-7.28
0.00046,-7.2
0.00046,-7.12
0.00046,-7.12
0.00046,-7.12
0.00047,-7.04
0.00047,-7.12
0.00047,-7.12
0.00047,-7.04
0.00047,-7.04
0.00048,-6.96
0.00048,-6.96
0.00048,-6.88
0.00048,-6.88
0.00048,-6.88
0.00049,-6.88
0.00049,-6.88
0.00049,-6.800000000000001
0.00049,-6.800000000000001
0.00049,-6.720000000000001
0.00050,-6.720000000000001
0.00050,-6.720000000000001
0.00050,-6.640000000000001
0.00050,-6.720000000000001
0.00050,-6.640000000000001
0.00051,-6.640000000000001
0.00051,-6.640000000000001
0.00051,-6.640000000000001
0.00051,-6.720000000000001
0.00051,-6.640000000000001
0.00052,-6.640000000000001
0.00052,-6.640000000000001
0.00052,-6.5600000000000005
0.00052,-6.5600000000000005
0.00052,-6.5600000000000005
0.00053,-6.48
0.00053,-6.5600000000000005
0.00053,-6.5600000000000005
0.00053,-6.5600000000000005
0.00053,-6.5600000000000005
0.00054,-6.48
0.00054,-6.48
0.00054,-6.48
0.00054,-6.4
0.00054,-6.4
0.00055,-6.32
0.00055,-6.32
0.00055,-6.32
0.00055,-6.319999999999999
0.00055,-6.3999999999999995
0.00056,-6.319999999999999
0.00056,-6.319999999999999
0.00056,-6.319999999999999
0.00056,-6.319999999999999
0.00056,-6.3999999999999995
0.00057,-6.319999999999999
0.00057,-6.319999999999999
0.00057,-6.319999999999999
0.00057,-6.3999999999999995
0.00057,-6.319999999999999
0.00058,-6.319999999999999
0.00058,-6.319999999999999
0.00058,-6.24
0.00058,-6.319999999999999
0.00058,-6.24
0.00059,-6.24
0.00059,-6.32
0.00059,-6.32
0.00059,-6.32
0.00059,-6.32
0.00060,-6.32
0.00060,-6.32
0.00060,-6.24
0.00060,-6.24
0.00060,-6.16
0.00061,-6.16
0.00061,-6.24
0.00061,-6.24
0.00061,-6.24
0.00061,-6.16
0.00062,-6.32
0.00062,-6.16
0.00062,-6.16
0.00062,-6.24
0.00062,-6.08
0.00063,-6.16
0.00063,-6.08
0.00063,-6.16
0.00063,-6.16
0.00063,-6.16
0.00064,-6.16
0.00064,-6.16
0.00064,-6.16
0.00064,-6.16
0.00064,-6.16
